Sales Person,Country,Product,Date,Amount,Boxes Shipped,Revenue per Box,Month
Andria Kimpton,India,Spicy Special Slims,2023-02-23,6559.44,154,43.0,2
Madelene Upcott,Canada,Almond Choco,2023-08-22,8282.93,107,77.0,8
Kaine Padly,USA,Peanut Butter Cubes,2023-02-16,6981.4,189,37.0,2
Van Tuxwell,USA,50% Dark Bites,2023-01-13,10280.17,155,66.0,1
Curtice Advani,Australia,Milk Bars,2023-02-14,7703.62,20,385.0,2
Roddy Speechley,India,Eclairs,2023-06-10,4489.81,310,14.0,6
Curtice Advani,India,Fruit & Nut Bars,2023-07-07,5806.11,190,31.0,7
Curtice Advani,Canada,Almond Choco,2023-03-24,5148.7,76,68.0,3
Brien Boise,Australia,Fruit & Nut Bars,2023-06-06,8558.59,24,357.0,6
Dotty Strutley,Australia,Drinking Coco,2023-07-19,94.19,145,1.0,7
Beverie Moffet,USA,Raspberry Choco,2023-04-19,16223.83,87,186.0,4
Marney O'Breen,India,85% Dark Bars,2023-07-19,2439.06,175,14.0,7
Jehu Rudeforth,Canada,Drinking Coco,2023-07-15,466.65,23,20.0,7
Ches Bonnell,New Zealand,Spicy Special Slims,2023-02-14,4044.24,18,225.0,2
Brien Boise,Canada,99% Dark & Pure,2023-05-18,17675.28,446,40.0,5
Barr Faughny,Australia,Fruit & Nut Bars,2023-06-30,17280.98,58,298.0,6
Andria Kimpton,Australia,50% Dark Bites,2023-06-02,5091.78,219,23.0,6
Andria Kimpton,Australia,Drinking Coco,2023-06-28,1657.2,49,34.0,6
Marney O'Breen,Australia,Organic Choco Syrup,2023-05-16,305.79,189,2.0,5
Kelci Walkden,Canada,Baker's Choco Chips,2023-05-26,3377.41,325,10.0,5
Karlen McCaffrey,India,Almond Choco,2023-07-06,6188.62,157,39.0,7
Oby Sorrel,India,99% Dark & Pure,2023-05-27,10914.36,11,992.0,5
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2023-04-14,2342.07,12,195.0,4
Van Tuxwell,Australia,Organic Choco Syrup,2023-08-10,21762.8,15,1451.0,8
Camilla Castle,India,50% Dark Bites,2023-07-04,10539.54,398,26.0,7
Oby Sorrel,India,Organic Choco Syrup,2023-07-08,6665.87,60,111.0,7
Jan Morforth,USA,Peanut Butter Cubes,2023-07-22,9605.11,98,98.0,7
Gigi Bohling,USA,Choco Coated Almonds,2023-03-02,13018.0,103,126.0,3
Gigi Bohling,UK,Almond Choco,2023-01-10,6046.4,10,605.0,1
Jehu Rudeforth,New Zealand,White Choc,2023-03-11,3078.33,231,13.0,3
Andria Kimpton,New Zealand,Peanut Butter Cubes,2023-06-20,970.96,291,3.0,6
Van Tuxwell,UK,Organic Choco Syrup,2023-08-26,2064.71,208,10.0,8
Roddy Speechley,Canada,Milk Bars,2023-07-13,679.94,34,20.0,7
Camilla Castle,USA,Spicy Special Slims,2023-02-11,1311.25,251,5.0,2
Marney O'Breen,USA,Orange Choco,2023-01-27,8692.64,184,47.0,1
Van Tuxwell,UK,99% Dark & Pure,2023-01-31,4993.21,145,34.0,1
Camilla Castle,USA,White Choc,2023-08-18,10898.19,24,454.0,8
Andria Kimpton,USA,Raspberry Choco,2023-06-30,15565.91,21,741.0,6
Dotty Strutley,Australia,Fruit & Nut Bars,2023-08-23,280.59,328,1.0,8
Brien Boise,New Zealand,Mint Chip Choco,2023-08-01,66.35,197,0.0,8
Roddy Speechley,New Zealand,After Nines,2023-05-25,8766.45,10,877.0,5
Roddy Speechley,Canada,Organic Choco Syrup,2023-01-10,4265.48,85,50.0,1
Dennison Crosswaite,Australia,70% Dark Bites,2023-02-07,6087.53,113,54.0,2
Karlen McCaffrey,USA,Orange Choco,2023-05-12,11694.48,425,28.0,5
Madelene Upcott,Australia,Spicy Special Slims,2023-03-07,7616.38,392,19.0,3
Dennison Crosswaite,Australia,85% Dark Bars,2023-04-05,7807.02,419,19.0,4
Andria Kimpton,Canada,Caramel Stuffed Bars,2023-01-03,7990.91,343,23.0,1
Dennison Crosswaite,UK,Eclairs,2023-03-24,6757.17,276,24.0,3
Madelene Upcott,India,Raspberry Choco,2023-07-07,4409.21,10,441.0,7
Van Tuxwell,USA,After Nines,2023-07-26,722.25,255,3.0,7
Wilone O'Kielt,Australia,Organic Choco Syrup,2023-07-07,1896.24,115,16.0,7
Karlen McCaffrey,Canada,50% Dark Bites,2023-07-15,2966.83,65,46.0,7
Roddy Speechley,New Zealand,Orange Choco,2023-04-01,51.29,100,1.0,4
Beverie Moffet,Australia,Eclairs,2023-06-20,1835.42,6,306.0,6
Kelci Walkden,UK,Fruit & Nut Bars,2023-06-29,14592.11,509,29.0,6
Marney O'Breen,USA,50% Dark Bites,2023-06-15,1114.13,106,11.0,6
Husein Augar,USA,After Nines,2023-04-08,13051.75,193,68.0,4
Dennison Crosswaite,Australia,Raspberry Choco,2023-03-14,5997.71,31,193.0,3
Andria Kimpton,USA,Fruit & Nut Bars,2023-07-15,1588.28,352,5.0,7
Kelci Walkden,India,Eclairs,2023-04-19,5344.21,80,67.0,4
Marney O'Breen,USA,99% Dark & Pure,2023-03-28,4646.91,317,15.0,3
Brien Boise,Canada,Spicy Special Slims,2023-03-04,8929.88,100,89.0,3
Karlen McCaffrey,New Zealand,70% Dark Bites,2023-08-02,141.23,38,4.0,8
Husein Augar,UK,Spicy Special Slims,2023-08-25,5068.99,45,113.0,8
Marney O'Breen,USA,Almond Choco,2023-02-25,8012.72,163,49.0,2
Kelci Walkden,India,Orange Choco,2023-06-07,10587.71,134,79.0,6
Jan Morforth,India,Spicy Special Slims,2023-04-12,2155.62,495,4.0,4
Ches Bonnell,India,Spicy Special Slims,2023-07-06,11010.43,103,107.0,7
Kelci Walkden,UK,Smooth Sliky Salty,2023-01-19,6787.72,192,35.0,1
Madelene Upcott,Australia,Fruit & Nut Bars,2023-01-05,5715.07,90,64.0,1
Madelene Upcott,Canada,70% Dark Bites,2023-01-24,12100.65,142,85.0,1
Wilone O'Kielt,Australia,Drinking Coco,2023-04-06,623.75,285,2.0,4
Gunar Cockshoot,Australia,Fruit & Nut Bars,2023-06-15,6528.42,22,297.0,6
Gigi Bohling,Canada,Baker's Choco Chips,2023-01-28,1540.55,47,33.0,1
Kelci Walkden,India,Caramel Stuffed Bars,2023-03-16,487.06,123,4.0,3
Rafaelita Blaksland,Australia,Drinking Coco,2023-02-21,11630.38,431,27.0,2
Kelci Walkden,USA,Manuka Honey Choco,2023-02-16,17297.66,96,180.0,2
Jehu Rudeforth,Canada,Spicy Special Slims,2023-01-13,2043.55,28,73.0,1
Kelci Walkden,Australia,Eclairs,2023-03-23,8168.86,570,14.0,3
Curtice Advani,Canada,Spicy Special Slims,2023-06-16,933.45,122,8.0,6
Oby Sorrel,India,Raspberry Choco,2023-04-14,6826.32,44,155.0,4
Kelci Walkden,UK,Eclairs,2023-01-25,5029.35,61,82.0,1
Jan Morforth,India,Almond Choco,2023-03-11,5143.49,21,245.0,3
Dotty Strutley,UK,Almond Choco,2023-07-28,16707.88,102,164.0,7
Marney O'Breen,New Zealand,After Nines,2023-03-09,1558.87,46,34.0,3
Husein Augar,Australia,Orange Choco,2023-06-28,9332.76,196,48.0,6
Marney O'Breen,Australia,Milk Bars,2023-07-28,2673.47,375,7.0,7
Kelci Walkden,Canada,99% Dark & Pure,2023-08-15,4950.21,54,92.0,8
Kaine Padly,Australia,Manuka Honey Choco,2023-01-12,2919.11,271,11.0,1
Beverie Moffet,New Zealand,White Choc,2023-03-24,8003.23,7,1143.0,3
Van Tuxwell,UK,Milk Bars,2023-07-25,4902.78,91,54.0,7
Oby Sorrel,Canada,99% Dark & Pure,2023-08-01,4033.53,430,9.0,8
Van Tuxwell,India,Organic Choco Syrup,2023-05-16,22751.18,182,125.0,5
Roddy Speechley,India,Smooth Sliky Salty,2023-08-10,5118.11,137,37.0,8
Jan Morforth,India,Eclairs,2023-01-05,2835.9,26,109.0,1
Ches Bonnell,UK,Smooth Sliky Salty,2023-07-11,5828.22,121,48.0,7
Wilone O'Kielt,USA,After Nines,2023-04-25,396.19,32,12.0,4
Gigi Bohling,New Zealand,Fruit & Nut Bars,2023-04-04,11226.5,118,95.0,4
Barr Faughny,USA,Raspberry Choco,2023-04-12,10102.86,107,94.0,4
Wilone O'Kielt,New Zealand,85% Dark Bars,2023-08-02,2084.86,119,18.0,8
Gigi Bohling,New Zealand,Manuka Honey Choco,2023-06-28,8495.79,268,32.0,6
Ches Bonnell,Australia,Eclairs,2023-07-05,4248.34,130,33.0,7
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2023-06-07,2236.11,46,49.0,6
Brien Boise,New Zealand,Smooth Sliky Salty,2023-01-18,1124.27,26,43.0,1
Brien Boise,Australia,Baker's Choco Chips,2023-01-04,12870.47,227,57.0,1
Dennison Crosswaite,Australia,99% Dark & Pure,2023-01-31,3017.66,19,159.0,1
Kelci Walkden,India,Almond Choco,2023-03-14,3574.12,149,24.0,3
Camilla Castle,Australia,70% Dark Bites,2023-04-29,6249.31,509,12.0,4
Oby Sorrel,India,Smooth Sliky Salty,2023-02-07,10759.61,107,101.0,2
Kaine Padly,UK,Organic Choco Syrup,2023-03-31,2508.03,175,14.0,3
Marney O'Breen,India,Caramel Stuffed Bars,2023-03-16,4997.82,83,60.0,3
Karlen McCaffrey,UK,Eclairs,2023-01-25,7901.09,200,40.0,1
Van Tuxwell,India,Baker's Choco Chips,2023-06-20,3133.42,479,7.0,6
Gigi Bohling,UK,After Nines,2023-03-29,8320.29,171,49.0,3
Curtice Advani,Australia,Orange Choco,2023-07-12,909.93,132,7.0,7
Jehu Rudeforth,Canada,Smooth Sliky Salty,2023-07-11,5631.26,142,40.0,7
Karlen McCaffrey,Canada,Smooth Sliky Salty,2023-01-19,3283.44,186,18.0,1
Andria Kimpton,USA,85% Dark Bars,2023-04-05,9458.03,87,109.0,4
Jehu Rudeforth,Canada,Milk Bars,2023-02-21,7726.25,12,644.0,2
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,2023-05-20,14369.4,15,958.0,5
Mallorie Waber,Australia,Milk Bars,2023-07-29,2829.57,106,27.0,7
Barr Faughny,USA,Fruit & Nut Bars,2023-01-28,9370.61,45,208.0,1
Marney O'Breen,UK,Caramel Stuffed Bars,2023-07-19,3651.49,112,33.0,7
Mallorie Waber,New Zealand,Manuka Honey Choco,2023-04-13,10229.99,12,852.0,4
Roddy Speechley,India,Peanut Butter Cubes,2023-02-11,11596.89,22,527.0,2
Roddy Speechley,New Zealand,Milk Bars,2023-03-02,5857.9,111,53.0,3
Ches Bonnell,Australia,White Choc,2023-03-02,1177.64,206,6.0,3
Van Tuxwell,USA,99% Dark & Pure,2023-07-28,12930.11,6,2155.0,7
Kelci Walkden,India,After Nines,2023-01-07,1732.04,531,3.0,1
Brien Boise,UK,White Choc,2023-04-12,5837.17,173,34.0,4
Van Tuxwell,Canada,Almond Choco,2023-06-27,3424.66,70,49.0,6
Jehu Rudeforth,Australia,50% Dark Bites,2023-01-14,5700.28,422,14.0,1
Karlen McCaffrey,UK,Baker's Choco Chips,2023-02-07,5094.48,373,14.0,2
Jehu Rudeforth,Australia,Orange Choco,2023-03-23,14529.2,26,559.0,3
Marney O'Breen,India,Peanut Butter Cubes,2023-01-10,6761.28,145,47.0,1
Oby Sorrel,UK,Choco Coated Almonds,2023-03-17,10370.44,44,236.0,3
Gigi Bohling,USA,Spicy Special Slims,2023-01-21,12450.24,57,218.0,1
Barr Faughny,Australia,White Choc,2023-07-04,8927.63,386,23.0,7
Kaine Padly,Canada,Peanut Butter Cubes,2023-07-04,3438.7,191,18.0,7
Dotty Strutley,USA,Manuka Honey Choco,2023-08-10,299.71,207,1.0,8
Dennison Crosswaite,Australia,50% Dark Bites,2023-04-01,7374.26,12,615.0,4
Gigi Bohling,India,Raspberry Choco,2023-02-22,2775.87,174,16.0,2
Camilla Castle,UK,White Choc,2023-01-03,9957.66,194,51.0,1
Karlen McCaffrey,India,Drinking Coco,2023-05-31,5064.88,251,20.0,5
Dotty Strutley,UK,99% Dark & Pure,2023-01-03,9865.05,273,36.0,1
Husein Augar,New Zealand,Caramel Stuffed Bars,2023-01-27,571.52,489,1.0,1
Barr Faughny,UK,50% Dark Bites,2023-01-28,656.44,67,10.0,1
Curtice Advani,Australia,Organic Choco Syrup,2023-06-28,4008.93,301,13.0,6
Husein Augar,UK,Choco Coated Almonds,2023-03-02,4679.06,43,109.0,3
Wilone O'Kielt,Australia,After Nines,2023-05-27,3446.84,28,123.0,5
Dennison Crosswaite,USA,Almond Choco,2023-06-30,11884.52,82,145.0,6
Barr Faughny,Canada,Peanut Butter Cubes,2023-06-07,2167.19,85,25.0,6
Kaine Padly,USA,70% Dark Bites,2023-05-12,4199.84,107,39.0,5
Barr Faughny,New Zealand,Raspberry Choco,2023-07-29,7358.7,68,108.0,7
Dennison Crosswaite,UK,White Choc,2023-08-03,7870.09,274,29.0,8
Barr Faughny,India,Baker's Choco Chips,2023-08-18,7454.25,148,50.0,8
Van Tuxwell,New Zealand,Smooth Sliky Salty,2023-06-14,3112.3,41,76.0,6
Beverie Moffet,UK,White Choc,2023-06-30,6901.22,80,86.0,6
Camilla Castle,New Zealand,Mint Chip Choco,2023-06-13,1178.0,199,6.0,6
Ches Bonnell,UK,Orange Choco,2023-04-27,14953.83,53,282.0,4
Jan Morforth,Australia,White Choc,2023-07-27,3958.57,33,120.0,7
Mallorie Waber,Canada,85% Dark Bars,2023-04-20,1639.01,430,4.0,4
Rafaelita Blaksland,India,Spicy Special Slims,2023-01-04,8586.04,144,60.0,1
Ches Bonnell,Australia,Mint Chip Choco,2023-02-21,10000.22,98,102.0,2
Karlen McCaffrey,Australia,White Choc,2023-01-05,8448.39,52,162.0,1
Beverie Moffet,India,Drinking Coco,2023-07-15,6984.74,51,137.0,7
Brien Boise,Australia,Choco Coated Almonds,2023-05-25,5641.54,61,92.0,5
Karlen McCaffrey,Canada,Eclairs,2023-04-20,3850.87,372,10.0,4
Gigi Bohling,USA,99% Dark & Pure,2023-06-02,885.68,240,4.0,6
Marney O'Breen,UK,Smooth Sliky Salty,2023-05-13,21251.67,91,234.0,5
Beverie Moffet,New Zealand,Baker's Choco Chips,2023-08-03,1452.61,142,10.0,8
Beverie Moffet,Australia,Milk Bars,2023-05-25,793.17,400,2.0,5
Van Tuxwell,UK,Raspberry Choco,2023-03-16,7152.22,83,86.0,3
Jan Morforth,Australia,Orange Choco,2023-07-04,3364.44,126,27.0,7
Jehu Rudeforth,India,50% Dark Bites,2023-07-05,3470.6,129,27.0,7
Madelene Upcott,USA,After Nines,2023-03-15,4676.32,440,11.0,3
Barr Faughny,UK,Raspberry Choco,2023-08-22,6323.45,70,90.0,8
Ches Bonnell,Australia,70% Dark Bites,2023-01-12,3252.7,119,27.0,1
Marney O'Breen,UK,Baker's Choco Chips,2023-06-10,254.16,161,2.0,6
Kaine Padly,Australia,Peanut Butter Cubes,2023-03-25,6127.37,299,20.0,3
Rafaelita Blaksland,India,Almond Choco,2023-07-27,3791.66,100,38.0,7
Husein Augar,UK,Caramel Stuffed Bars,2023-04-15,17059.69,456,37.0,4
Roddy Speechley,India,Orange Choco,2023-06-27,4154.44,18,231.0,6
Jehu Rudeforth,UK,70% Dark Bites,2023-04-14,6168.51,280,22.0,4
Husein Augar,Australia,Manuka Honey Choco,2023-03-15,7984.45,95,84.0,3
Madelene Upcott,USA,Eclairs,2023-03-18,9108.33,213,43.0,3
Brien Boise,India,Eclairs,2023-04-29,1511.51,58,26.0,4
Mallorie Waber,New Zealand,White Choc,2023-02-25,3364.28,265,13.0,2
Husein Augar,USA,Milk Bars,2023-03-02,934.49,54,17.0,3
Van Tuxwell,Australia,Milk Bars,2023-06-20,8895.7,91,98.0,6
Beverie Moffet,Canada,White Choc,2023-07-15,9957.2,185,54.0,7
Dotty Strutley,Australia,50% Dark Bites,2023-05-12,3359.18,256,13.0,5
Mallorie Waber,New Zealand,Organic Choco Syrup,2023-07-01,5098.29,276,18.0,7
Husein Augar,USA,85% Dark Bars,2023-08-08,398.28,52,8.0,8
Madelene Upcott,Australia,50% Dark Bites,2023-07-25,7473.14,6,1246.0,7
Wilone O'Kielt,UK,Drinking Coco,2023-05-18,3638.66,59,62.0,5
Camilla Castle,India,Peanut Butter Cubes,2023-07-15,12507.08,284,44.0,7
Curtice Advani,India,70% Dark Bites,2023-07-05,2393.79,48,50.0,7
Mallorie Waber,USA,Manuka Honey Choco,2023-07-04,6136.99,94,65.0,7
Dotty Strutley,UK,70% Dark Bites,2023-06-20,1264.43,232,5.0,6
Gunar Cockshoot,Australia,Almond Choco,2023-01-25,4101.26,425,10.0,1
Kaine Padly,New Zealand,Spicy Special Slims,2023-07-01,8106.88,40,203.0,7
Gigi Bohling,USA,50% Dark Bites,2023-04-13,2456.1,58,42.0,4
Beverie Moffet,UK,Smooth Sliky Salty,2023-05-04,4726.6,75,63.0,5
Beverie Moffet,Australia,Baker's Choco Chips,2023-08-04,3482.73,108,32.0,8
Beverie Moffet,India,70% Dark Bites,2023-06-01,467.19,159,3.0,6
Jehu Rudeforth,UK,Choco Coated Almonds,2023-04-22,4875.38,185,26.0,4
Kaine Padly,USA,50% Dark Bites,2023-08-03,70.6,27,3.0,8
Ches Bonnell,USA,Orange Choco,2023-06-10,1835.22,73,25.0,6
Gunar Cockshoot,UK,Manuka Honey Choco,2023-06-27,7304.74,49,149.0,6
Marney O'Breen,Australia,Smooth Sliky Salty,2023-01-03,3967.85,163,24.0,1
Marney O'Breen,India,After Nines,2023-07-11,2800.67,190,15.0,7
Ches Bonnell,New Zealand,Milk Bars,2023-08-17,4474.52,120,37.0,8
Rafaelita Blaksland,USA,Fruit & Nut Bars,2023-01-18,2737.03,63,43.0,1
Ches Bonnell,India,Organic Choco Syrup,2023-03-08,16717.26,102,164.0,3
Mallorie Waber,Australia,Orange Choco,2023-03-07,16112.73,282,57.0,3
Husein Augar,India,70% Dark Bites,2023-05-09,6898.0,163,42.0,5
Barr Faughny,New Zealand,85% Dark Bars,2023-05-23,2151.04,170,13.0,5
Madelene Upcott,UK,Caramel Stuffed Bars,2023-04-15,172.51,152,1.0,4
Gigi Bohling,Australia,Drinking Coco,2023-07-27,2949.02,153,19.0,7
Marney O'Breen,Canada,Choco Coated Almonds,2023-08-22,2790.72,435,6.0,8
Ches Bonnell,USA,70% Dark Bites,2023-05-11,5054.42,127,40.0,5
Madelene Upcott,India,Organic Choco Syrup,2023-01-26,5418.75,37,146.0,1
Barr Faughny,USA,50% Dark Bites,2023-04-14,14604.67,128,114.0,4
Dennison Crosswaite,New Zealand,Mint Chip Choco,2023-04-05,6668.93,419,16.0,4
Marney O'Breen,New Zealand,Smooth Sliky Salty,2023-06-14,9689.7,58,167.0,6
Brien Boise,Canada,Almond Choco,2023-04-13,5026.81,123,41.0,4
Beverie Moffet,Australia,White Choc,2023-06-27,2379.01,178,13.0,6
Dotty Strutley,Australia,Eclairs,2023-01-26,7770.55,3,2590.0,1
Barr Faughny,UK,White Choc,2023-07-05,1837.47,77,24.0,7
Beverie Moffet,Canada,Baker's Choco Chips,2023-01-11,14625.75,90,163.0,1
Kelci Walkden,USA,White Choc,2023-03-07,10305.4,22,468.0,3
Kaine Padly,Canada,50% Dark Bites,2023-03-04,8798.99,99,89.0,3
Karlen McCaffrey,Canada,Organic Choco Syrup,2023-07-15,2466.59,309,8.0,7
Kaine Padly,UK,Peanut Butter Cubes,2023-05-11,6564.2,92,71.0,5
Karlen McCaffrey,USA,Milk Bars,2023-01-27,4764.56,7,681.0,1
Karlen McCaffrey,India,Orange Choco,2023-06-27,3172.08,153,21.0,6
Ches Bonnell,India,Smooth Sliky Salty,2023-08-03,8062.0,20,403.0,8
Wilone O'Kielt,New Zealand,Mint Chip Choco,2023-08-19,12382.41,245,51.0,8
Wilone O'Kielt,Australia,Fruit & Nut Bars,2023-06-15,413.6,111,4.0,6
Dennison Crosswaite,UK,Peanut Butter Cubes,2023-02-07,10186.18,154,66.0,2
Karlen McCaffrey,Australia,Almond Choco,2023-07-08,7936.84,138,58.0,7
Dennison Crosswaite,India,Milk Bars,2023-04-21,1712.72,93,18.0,4
Ches Bonnell,UK,Mint Chip Choco,2023-04-08,3088.98,226,14.0,4
Husein Augar,Australia,50% Dark Bites,2023-08-19,14953.43,51,293.0,8
Jan Morforth,India,Fruit & Nut Bars,2023-05-04,3219.13,54,60.0,5
Mallorie Waber,USA,85% Dark Bars,2023-05-11,2700.61,112,24.0,5
Mallorie Waber,USA,Eclairs,2023-03-22,7219.96,53,136.0,3
Dennison Crosswaite,Canada,Spicy Special Slims,2023-08-10,2634.13,234,11.0,8
Dennison Crosswaite,USA,Fruit & Nut Bars,2023-05-04,1630.95,321,5.0,5
Kelci Walkden,USA,99% Dark & Pure,2023-08-18,8250.66,258,32.0,8
Dotty Strutley,Canada,Raspberry Choco,2023-08-03,4849.3,248,20.0,8
Marney O'Breen,New Zealand,Milk Bars,2023-01-14,7940.49,328,24.0,1
Madelene Upcott,Australia,Choco Coated Almonds,2023-04-08,2106.93,69,31.0,4
Kelci Walkden,UK,Orange Choco,2023-08-01,3911.85,3,1304.0,8
Dennison Crosswaite,Canada,Eclairs,2023-03-15,483.04,45,11.0,3
Karlen McCaffrey,India,Mint Chip Choco,2023-07-15,11380.7,192,59.0,7
Barr Faughny,New Zealand,Almond Choco,2023-01-13,6372.68,131,49.0,1
Mallorie Waber,Australia,85% Dark Bars,2023-08-26,2714.76,52,52.0,8
Ches Bonnell,Canada,Eclairs,2023-01-10,2106.17,172,12.0,1
Gigi Bohling,Australia,White Choc,2023-05-11,5805.24,83,70.0,5
Beverie Moffet,New Zealand,85% Dark Bars,2023-08-30,12205.52,23,531.0,8
Kaine Padly,USA,Caramel Stuffed Bars,2023-07-21,6318.7,124,51.0,7
Mallorie Waber,Australia,Almond Choco,2023-08-01,8522.8,137,62.0,8
Brien Boise,Canada,85% Dark Bars,2023-02-17,10315.88,268,38.0,2
Brien Boise,Australia,Drinking Coco,2023-07-27,7262.12,158,46.0,7
Dotty Strutley,USA,Orange Choco,2023-02-23,1414.84,112,13.0,2
Rafaelita Blaksland,Australia,50% Dark Bites,2023-03-22,3067.9,42,73.0,3
Dennison Crosswaite,India,99% Dark & Pure,2023-06-23,7369.69,325,23.0,6
Curtice Advani,UK,White Choc,2023-02-01,1775.18,73,24.0,2
Kelci Walkden,Australia,After Nines,2023-03-02,7683.78,279,28.0,3
Gigi Bohling,UK,Fruit & Nut Bars,2023-04-06,1412.22,90,16.0,4
Gunar Cockshoot,Australia,Raspberry Choco,2023-03-17,607.08,76,8.0,3
Curtice Advani,UK,Fruit & Nut Bars,2023-06-24,11688.75,136,86.0,6
Barr Faughny,Canada,50% Dark Bites,2023-07-19,10275.55,301,34.0,7
Curtice Advani,USA,Spicy Special Slims,2023-07-11,1788.1,271,7.0,7
Brien Boise,India,Almond Choco,2023-01-13,2378.08,222,11.0,1
Oby Sorrel,New Zealand,Smooth Sliky Salty,2023-07-07,9545.03,64,149.0,7
Jan Morforth,India,85% Dark Bars,2023-05-25,4999.52,446,11.0,5
Marney O'Breen,India,Fruit & Nut Bars,2023-04-13,5312.5,160,33.0,4
Andria Kimpton,New Zealand,50% Dark Bites,2023-03-02,3750.88,208,18.0,3
Gunar Cockshoot,Canada,Raspberry Choco,2023-06-23,2375.74,129,18.0,6
Kelci Walkden,USA,Drinking Coco,2023-07-26,7013.61,170,41.0,7
Van Tuxwell,Canada,White Choc,2023-03-22,481.52,3,161.0,3
Rafaelita Blaksland,USA,Baker's Choco Chips,2023-06-09,3136.92,64,49.0,6
Van Tuxwell,Australia,Caramel Stuffed Bars,2023-05-17,6584.26,62,106.0,5
Ches Bonnell,New Zealand,Peanut Butter Cubes,2023-03-04,1024.77,260,4.0,3
Kelci Walkden,Canada,Milk Bars,2023-07-07,17680.19,27,655.0,7
Dennison Crosswaite,Canada,Choco Coated Almonds,2023-01-13,10707.82,124,86.0,1
Curtice Advani,Australia,Almond Choco,2023-07-13,3019.09,78,39.0,7
Madelene Upcott,Australia,85% Dark Bars,2023-06-16,1758.62,329,5.0,6
Gigi Bohling,UK,50% Dark Bites,2023-07-18,8385.38,73,115.0,7
Ches Bonnell,UK,Manuka Honey Choco,2023-05-30,4854.12,411,12.0,5
Gigi Bohling,UK,70% Dark Bites,2023-06-21,949.18,83,11.0,6
Jehu Rudeforth,Australia,Peanut Butter Cubes,2023-06-24,6047.05,40,151.0,6
Marney O'Breen,India,Eclairs,2023-01-13,3883.32,94,41.0,1
Curtice Advani,Canada,Fruit & Nut Bars,2023-04-04,4382.07,210,21.0,4
Kaine Padly,UK,Smooth Sliky Salty,2023-06-08,9928.1,599,17.0,6
Karlen McCaffrey,Canada,Spicy Special Slims,2023-08-02,6315.53,51,124.0,8
Kelci Walkden,USA,Organic Choco Syrup,2023-07-21,10630.08,155,69.0,7
Curtice Advani,India,Spicy Special Slims,2023-06-20,167.33,143,1.0,6
Roddy Speechley,India,After Nines,2023-06-22,2690.14,117,23.0,6
Camilla Castle,Australia,Caramel Stuffed Bars,2023-05-02,3242.04,15,216.0,5
Curtice Advani,Australia,99% Dark & Pure,2023-01-07,5363.69,87,62.0,1
Mallorie Waber,UK,50% Dark Bites,2023-02-21,6160.89,95,65.0,2
Ches Bonnell,Canada,Baker's Choco Chips,2023-03-21,7968.23,373,21.0,3
Van Tuxwell,UK,Drinking Coco,2023-04-04,6388.95,131,49.0,4
Gunar Cockshoot,Canada,Fruit & Nut Bars,2023-03-24,15840.74,216,73.0,3
Gunar Cockshoot,New Zealand,Spicy Special Slims,2023-06-28,7265.05,194,37.0,6
Gunar Cockshoot,Australia,Drinking Coco,2023-01-14,2342.49,192,12.0,1
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2023-02-07,1365.88,147,9.0,2
Dennison Crosswaite,New Zealand,Drinking Coco,2023-01-11,4437.46,196,23.0,1
Jehu Rudeforth,India,99% Dark & Pure,2023-02-25,2072.24,232,9.0,2
Dotty Strutley,Australia,Mint Chip Choco,2023-08-01,7091.81,27,263.0,8
Roddy Speechley,Australia,Mint Chip Choco,2023-05-05,7213.16,277,26.0,5
Madelene Upcott,New Zealand,Raspberry Choco,2023-05-18,9672.76,411,24.0,5
Dotty Strutley,New Zealand,Choco Coated Almonds,2023-01-04,5750.05,350,16.0,1
Roddy Speechley,New Zealand,50% Dark Bites,2023-05-09,4641.29,220,21.0,5
Rafaelita Blaksland,India,Smooth Sliky Salty,2023-05-06,1871.33,88,21.0,5
Husein Augar,UK,White Choc,2023-01-13,10843.46,142,76.0,1
Roddy Speechley,Australia,Almond Choco,2023-06-24,5032.45,79,64.0,6
Van Tuxwell,USA,Caramel Stuffed Bars,2023-02-14,1106.38,21,53.0,2
Camilla Castle,Australia,99% Dark & Pure,2023-01-18,4977.55,97,51.0,1
Kaine Padly,India,Milk Bars,2023-05-02,3210.14,92,35.0,5
Ches Bonnell,Australia,Smooth Sliky Salty,2023-05-16,7794.8,54,144.0,5
Mallorie Waber,USA,Almond Choco,2023-01-28,7613.37,370,21.0,1
Kaine Padly,Canada,99% Dark & Pure,2023-06-24,1332.76,409,3.0,6
Oby Sorrel,UK,After Nines,2023-07-18,2587.76,108,24.0,7
Gunar Cockshoot,UK,Eclairs,2023-04-13,3826.22,169,23.0,4
Dotty Strutley,USA,Caramel Stuffed Bars,2023-04-15,18687.87,80,234.0,4
Jan Morforth,India,Peanut Butter Cubes,2023-01-04,8859.63,184,48.0,1
Husein Augar,Australia,Eclairs,2023-07-04,7299.4,34,215.0,7
Beverie Moffet,USA,Smooth Sliky Salty,2023-03-24,2556.26,354,7.0,3
Camilla Castle,Australia,Manuka Honey Choco,2023-03-17,703.4,181,4.0,3
